text,category
irctc pantry subscription monthly,food
mcdonalds booking for home,food
chai point monthy charge urgent,food
reliance smart rechrge personal,food
zomato delivery while travelling,food
swiggy purchse one time,food
reliance smart txn family use,food
zomato purchase for office,food
zomato txn during trip,food
local dhaba order one time,food
udupi hotel order urgent,food
mcdonalds booking monthly,food
kfc expense family use,food
reliance smart order during trip,food
udupi hotel expense for office,food
chaayos expense family use,food
zepto delivery while travelling,food
swiggy delivery while travelling,food
kirana store monthly charge one time,food
local dhaba purchase for office,food
zepto delivery while travelling,food
chaayos monthly charge for home,food
bikanervala purchase for home,food
bigbasket monthly charge for home,food
reliance smart delivery while travelling,food
swiggy booking routine,food
dominos order one time,food
bikanervala subscription during trip,food
bikanervala bokking personal,food
dominos expense family use,food
mcdonalds delivery while travelling,food
haldirams delivery while travelling,food
udupi hotel txn one time,food
kirana store txn personal,food
kirana store purchase monthly,food
local dhaba booking one time,food
haldirams txn monthly,food
swiggy recharge family use,food
kirana store delivery while travelling,food
bigbasket subscription urgent,food
dmart expense family use,food
zomato monthly charge personal,food
bigbasket subscription monthy,food
irctc pantry purchase late night,food
bikanervala subscrption for office,food
irctc pantry recharge for office,food
udupi hotel purchase one time,food
chai point bill for home,food
reliance smart payment during trip,food
bigbasket monthly charge family use,food
chai point booking one time,food
haldirams subscription for office,food
zepto recharge late night,food
dmart order for home,food
blinkit txn monthly,food
chai point recharge for office,food
local dhaba subscription during trip,food
chaayos purchase for office,food
haldirams monthly charge for home,food
haldirams purchase personal,food
local dhaba order for office,food
dominos delivery while travelling,food
udupi hotel delivery while travelling,food
local dhaba recharge late night,food
local dhaba txn late night,food
kirana store monthly charge monthly,food
bigbasket payment for office,food
chai point txn personal,food
kfc monthly charge personal,food
udupi hotel bill late night,food
dominos delivery while travelling,food
bigbasket monthly charge one time,food
chai point order urgent,food
udupi hotel expense late night,food
local dhaba txn routine,food
dominos txn one time,food
kirana store subscription during trip,food
local dhaba delivery while travelling,food
haldirams recharge for office,food
kirana store bill one time,food
bigbasket bokking one time,food
blinkit purchase one time,food
reliance smart expense personal,food
dominos booking during trip,food
mcdonalds txn during trip,food
udupi hotel delivery while travelling,food
kfc booking monthly,food
kirana store txn routine,food
local dhaba txn during trip,food
bigbasket expense during trip,food
kfc order routine,food
dmart bokking monthly,food
dmart payment for office,food
dominos bill urgent,food
local dhaba delivery while travelling,food
dominos order for office,food
chai point monthly charge monthly,food
dominos purchase personal,food
kirana store payment for office,food
dominos expense personal,food
mcdonalds recharge urgent,food
bigbasket purchase late night,food
dmart purchase during trip,food
haldirams order late night,food
bigbasket expence one time,food
irctc pantry recharge late night,food
blinkit booking urgent,food
chai point bill urgent,food
haldirams subscrption routine,food
bikanervala subscription for home,food
chaayos subscription family use,food
udupi hotel monthly charge during trip,food
mcdonalds bokking monthly,food
zepto bill family use,food
zepto purchase for home,food
mcdonalds subscription late night,food
bikanervala booking for home,food
chaayos booking personal,food
dmart delivery while travelling,food
chaayos bill for office,food
kfc expense family use,food
udupi hotel txn late night,food
irctc pantry subscrption for home,food
chai point monthly charge during trip,food
kfc paymnt routine,food
haldirams purchase for home,food
bikanervala bill during trip,food
bigbasket purchase one time,food
zepto order late night,food
kfc bill personal,food
chaayos subscription for office,food
kirana store rechrge late night,food
dmart bill family use,food
reliance smart monthly charge during trip,food
zepto purchase for office,food
haldirams expence urgent,food
irctc pantry delivery while travelling,food
chai point purchase personal,food
zepto purchase during trip,food
udupi hotel payment family use,food
haldirams delivery while travelling,food
udupi hotel payment monthly,food
chai point order for home,food
udupi hotel payment one time,food
dmart delivery while travelling,food
reliance smart delivery while travelling,food
blinkit purchase one time,food
blinkit recharge urgent,food
kfc txn for office,food
chaayos booking personal,food
irctc pantry booking routine,food
bikanervala purchase for home,food
zomato txn personal,food
bigbasket order for home,food
udupi hotel expense for office,food
reliance smart delivery while travelling,food
dominos order urgent,food
mcdonalds monthly charge family use,food
local dhaba paymnt routine,food
zepto delivery while travelling,food
zepto order routine,food
bikanervala bill monthly,food
udupi hotel bill routine,food
dmart order for home,food
haldirams subscription for home,food
udupi hotel monthly charge one time,food
